tract,Neighborhood,City,State,Teenage Birth Rate,Race
6075010100,North Beach, San Francisco, CA,,Black
6075015200,Lower Pacific Heights, San Francisco, CA,,Black
6075035202,Outer Sunset, San Francisco, CA,,Black
6075012602,Marina District, San Francisco, CA,,Black
6075012401,Tenderloin, San Francisco, CA,,Black
6075021100,Dolores Heights, San Francisco, CA,,Black
6075011200,Nob Hill, San Francisco, CA,,Black
6075021800,Glen Park, San Francisco, CA,,Black
6075030201,Inner Sunset, San Francisco, CA,,Black
6075030102,Inner Sunset, San Francisco, CA,,Black
6075030302,Golden Gate Heights, San Francisco, CA,,Black
6075032700,Outer Sunset, San Francisco, CA,,Black
6075032802,Sunset District, San Francisco, CA,,Black
6075012601,Marina District, San Francisco, CA,,Black
6075012202,Tenderloin, San Francisco, CA,,Black
6075016200,Hayes Valley, San Francisco, CA,,Black
6075012100,Lower Nob Hill, San Francisco, CA,,Black
6075035100,Sunset District, San Francisco, CA,,Black
6075042800,Outer Richmond, San Francisco, CA,,Black
6075010500,Financial District, San Francisco, CA,,Black
6075033000,Parkside, San Francisco, CA,,Black
6075013101,Pacific Heights, San Francisco, CA,,Black
6075047701,Central Richmond, San Francisco, CA,,Black
6075061100,Chinatown, San Francisco, CA,,Black
6075022902,Mission District, San Francisco, CA,,Black
6075018000,Mission Bay, San Francisco, CA,,Black
6075042700,Central Richmond, San Francisco, CA,,Black
6075033201,Lakeshore, San Francisco, CA,,Black
6075030500,Midtown Terrace, San Francisco, CA,,Black
6075061500,South of Market, San Francisco, CA,,Black
6075030800,West of Twin Peaks, San Francisco, CA,,Black
6075012301,Tenderloin, San Francisco, CA,,Black
6075030900,Ingleside Terraces, San Francisco, CA,,Black
6075040200,Inner Richmond, San Francisco, CA,,Black
6075022702,Potrero Hill, San Francisco, CA,,Black
6075035400,Parkside, San Francisco, CA,,Black
6075042601,Central Richmond, San Francisco, CA,,Black
6075016900,The Castro, San Francisco, CA,,Black
6075010800,Nob Hill, San Francisco, CA,,Black
6075022803,Mission District, San Francisco, CA,,Black
6075032602,Outer Sunset, San Francisco, CA,,Black
6075030600,Forest Hill Extension, San Francisco, CA,,Black
6075980900,Bayview, San Francisco, CA,,Black
6075022901,Mission District, San Francisco, CA,,Black
6075013102,Pacific Heights, San Francisco, CA,,Black
6075026001,Excelsior, San Francisco, CA,,Black
6075020900,Mission District, San Francisco, CA,,Black
6075010900,Russian Hill, San Francisco, CA,,Black
6075011100,Nob Hill, San Francisco, CA,,Black
6075060700,Mission Bay, San Francisco, CA,,Black
6075032801,Parkside, San Francisco, CA,,Black
6075020700,Mission Dolores, San Francisco, CA,,Black
6075026002,Excelsior, San Francisco, CA,,Black
6075012501,Tenderloin, San Francisco, CA,,Black
6075016600,Haight-Ashbury, San Francisco, CA,,Black
6075030101,Inner Sunset, San Francisco, CA,,Black
6075047901,Outer Richmond, San Francisco, CA,,Black
6075013200,Pacific Heights, San Francisco, CA,,Black
6075025100,Bernal Heights, San Francisco, CA,,Black
6075047702,Richmond District, San Francisco, CA,,Black
6075012201,Tenderloin, San Francisco, CA,,Black
6075980200,Sea Cliff, San Francisco, CA,,Black
6075017802,South of Market, San Francisco, CA,,Black
6075026301,Crocker-Amazon, San Francisco, CA,,Black
6075025200,Bernal Heights, San Francisco, CA,,Black
6075026100,Balboa Park, San Francisco, CA,,Black
6075032601,Outer Sunset, San Francisco, CA,,Black
6075020500,The Castro, San Francisco, CA,,Black
6075021200,Dolores Heights, San Francisco, CA,,Black
6075011300,Chinatown, San Francisco, CA,,Black
6075021500,Noe Valley, San Francisco, CA,,Black
6075011901,Lower Nob Hill, San Francisco, CA,,Black
6075047902,Outer Richmond, San Francisco, CA,,Black
6075035300,Sunset District, San Francisco, CA,,Black
6075025702,Excelsior, San Francisco, CA,,Black
6075042602,Central Richmond, San Francisco, CA,,Black
6075021400,Noe Valley, San Francisco, CA,,Black
6075020200,Mission Dolores, San Francisco, CA,,Black
6075033204,Lakeshore, San Francisco, CA,,Black
6075010200,Russian Hill, San Francisco, CA,,Black
6075020300,The Castro, San Francisco, CA,,Black
6075025600,Excelsior, San Francisco, CA,,Black
6075022600,Central Waterfront, San Francisco, CA,,Black
6075017601,South of Market, San Francisco, CA,,Black
6075013000,Cow Hollow, San Francisco, CA,,Black
6075030301,Inner Sunset, San Francisco, CA,,Black
6075013400,Pacific Heights, San Francisco, CA,,Black
6075020600,The Castro, San Francisco, CA,,Black
6075025300,Bernal Heights, San Francisco, CA,,Black
6075030400,Forest Hill, San Francisco, CA,,Black
6075026303,Crocker-Amazon, San Francisco, CA,,Black
6075021600,Noe Valley, San Francisco, CA,,Black
6075047600,Central Richmond, San Francisco, CA,,Black
6075010400,North Beach, San Francisco, CA,,Black
6075030202,Inner Sunset, San Francisco, CA,,Black
6075033100,Lakeshore, San Francisco, CA,,Black
6075012901,Marina District, San Francisco, CA,,Black
6075015300,Lower Pacific Heights, San Francisco, CA,,Black
6075015100,Western Addition, San Francisco, CA,,Black
6075033203,Lakeshore, San Francisco, CA,,Black
6075010700,Russian Hill, San Francisco, CA,,Black
6075013300,Presidio Heights, San Francisco, CA,,Black
6075011800,Chinatown, San Francisco, CA,,Black
6075017102,Ashbury Heights, San Francisco, CA,,Black
6075047801,Outer Richmond, San Francisco, CA,,Black
6075017000,The Castro, San Francisco, CA,,Black
6075021000,Mission District, San Francisco, CA,,Black
6075032901,Sunset District, San Francisco, CA,,Black
6075020100,Mission District, San Francisco, CA,,Black
6075020402,Twin Peaks, San Francisco, CA,,Black
6075012502,Tenderloin, San Francisco, CA,,Black
6075020401,The Castro, San Francisco, CA,,Black
6075011902,Lower Nob Hill, San Francisco, CA,,Black
6075026200,Outer Mission, San Francisco, CA,,Black
6075011000,Nob Hill, San Francisco, CA,,Black
6075016000,Fillmore District, San Francisco, CA,,Black
6075025701,Excelsior, San Francisco, CA,,Black
6075030700,Miraloma, San Francisco, CA,,Black
6075031100,Outer Mission, San Francisco, CA,,Black
6075010300,Russian Hill, San Francisco, CA,,Black
6075015600,Inner Richmond, San Francisco, CA,,Black
6075045200,Balboa Hollow, San Francisco, CA,,Black
6075035201,Sunset District, San Francisco, CA,,Black
6075017801,South of Market, San Francisco, CA,,Black
6075026302,Crocker-Amazon, San Francisco, CA,,Black
6075017700,Mission District, San Francisco, CA,,Black
6075047802,Richmond District, San Francisco, CA,,Black
6075025500,Cayuga Terrace, San Francisco, CA,,Black
6075025401,Bernal Heights, San Francisco, CA,,Black
6075022704,Potrero Hill, San Francisco, CA,,Black
6075012800,Cow Hollow, San Francisco, CA,,Black
6075026004,Excelsior, San Francisco, CA,,Black
6075060400,Lakeshore, San Francisco, CA,,Black
6075020800,Mission District, San Francisco, CA,,Black
6075010600,North Beach, San Francisco, CA,,Black
6075021300,Noe Valley, San Francisco, CA,,Black
6075032902,Sunset District, San Francisco, CA,,Black
6075022802,Mission District, San Francisco, CA,,Black
6075022801,Mission District, San Francisco, CA,,Black
6075045100,Balboa Hollow, San Francisco, CA,,Black
6075031000,West of Twin Peaks, San Francisco, CA,,Black
6075012700,Marina District, San Francisco, CA,,Black
6075013500,Pacific Heights, San Francisco, CA,,Black
6075022903,Mission District, San Francisco, CA,,Black
6075980501,Visitacion Valley, San Francisco, CA,,Black
6075040100,Inner Richmond, San Francisco, CA,,Black
6075012000,Lower Nob Hill, San Francisco, CA,,Black
6075012402,Civic Center, San Francisco, CA,,Black
6075017101,Ashbury Heights, San Francisco, CA,,Black
