tract,Neighborhood,City,State,Teenage Birth Rate,Race
6075033204,Lakeshore, San Francisco, CA,0.009,White
6075030202,Inner Sunset, San Francisco, CA,0.0073,White
6075031000,West of Twin Peaks, San Francisco, CA,0.0057,White
6075042800,Outer Richmond, San Francisco, CA,0.0046,White
6075047901,Outer Richmond, San Francisco, CA,0.0029,White
6075012902,Cow Hollow, San Francisco, CA,0.0014,White
6075040200,Inner Richmond, San Francisco, CA,0.0008,White
6075010100,North Beach, San Francisco, CA,0,White
6075016700,Lower Haight, San Francisco, CA,0,White
6075030201,Inner Sunset, San Francisco, CA,0,White
6075030102,Inner Sunset, San Francisco, CA,0,White
6075030600,Forest Hill Extension, San Francisco, CA,0,White
6075022901,Mission District, San Francisco, CA,0,White
6075010900,Russian Hill, San Francisco, CA,0,White
6075025100,Bernal Heights, San Francisco, CA,0,White
6075026100,Balboa Park, San Francisco, CA,0,White
6075035300,Sunset District, San Francisco, CA,0,White
6075013000,Cow Hollow, San Francisco, CA,0,White
6075031201,Ingleside, San Francisco, CA,0,White
6075033100,Lakeshore, San Francisco, CA,0,White
6075033203,Lakeshore, San Francisco, CA,0,White
6075031100,Outer Mission, San Francisco, CA,0,White
6075022704,Potrero Hill, San Francisco, CA,0,White
6075060400,Lakeshore, San Francisco, CA,0,White
6075032902,Sunset District, San Francisco, CA,0,White
6075015400,Laurel Heights, San Francisco, CA,0,White
6075016100,Western Addition, San Francisco, CA,,White
6075980300,Golden Gate Park, San Francisco, CA,,White
6075023003,Bayview, San Francisco, CA,,White
6075012401,Tenderloin, San Francisco, CA,,White
6075011200,Nob Hill, San Francisco, CA,,White
6075012601,Marina District, San Francisco, CA,,White
6075012202,Tenderloin, San Francisco, CA,,White
6075016200,Hayes Valley, San Francisco, CA,,White
6075012100,Lower Nob Hill, San Francisco, CA,,White
6075010500,Financial District, San Francisco, CA,,White
6075061100,Chinatown, San Francisco, CA,,White
6075022902,Mission District, San Francisco, CA,,White
6075018000,Mission Bay, San Francisco, CA,,White
6075033201,Lakeshore, San Francisco, CA,,White
6075015801,Fillmore District, San Francisco, CA,,White
6075012301,Tenderloin, San Francisco, CA,,White
6075023001,Bayview, San Francisco, CA,,White
6075031202,Ingleside, San Francisco, CA,,White
6075980600,Bayview, San Francisco, CA,,White
6075010800,Nob Hill, San Francisco, CA,,White
6075022803,Mission District, San Francisco, CA,,White
6075980900,Bayview, San Francisco, CA,,White
6075025402,Bernal Heights, San Francisco, CA,,White
6075020900,Mission District, San Francisco, CA,,White
6075026402,Visitacion Valley, San Francisco, CA,,White
6075060700,Mission Bay, San Francisco, CA,,White
6075026002,Excelsior, San Francisco, CA,,White
6075012501,Tenderloin, San Francisco, CA,,White
6075026401,Visitacion Valley, San Francisco, CA,,White
6075031302,Ingleside Heights, San Francisco, CA,,White
6075060502,Sunnydale, San Francisco, CA,,White
6075012201,Tenderloin, San Francisco, CA,,White
6075980200,Sea Cliff, San Francisco, CA,,White
6075017802,South of Market, San Francisco, CA,,White
6075026301,Crocker-Amazon, San Francisco, CA,,White
6075011300,Chinatown, San Francisco, CA,,White
6075011901,Lower Nob Hill, San Francisco, CA,,White
6075015802,North of the Panhandle, San Francisco, CA,,White
6075010200,Russian Hill, San Francisco, CA,,White
6075016802,Hayes Valley, San Francisco, CA,,White
6075020300,The Castro, San Francisco, CA,,White
6075025600,Excelsior, San Francisco, CA,,White
6075022600,Central Waterfront, San Francisco, CA,,White
6075015500,Japantown, San Francisco, CA,,White
6075016801,Lower Haight, San Francisco, CA,,White
6075026303,Crocker-Amazon, San Francisco, CA,,White
6075012901,Marina District, San Francisco, CA,,White
6075015300,Lower Pacific Heights, San Francisco, CA,,White
6075015100,Western Addition, San Francisco, CA,,White
6075061200,Bayview, San Francisco, CA,,White
6075010700,Russian Hill, San Francisco, CA,,White
6075023200,Bayview, San Francisco, CA,,White
6075031400,Oceanview, San Francisco, CA,,White
6075011800,Chinatown, San Francisco, CA,,White
6075020100,Mission District, San Francisco, CA,,White
6075023400,Bayview, San Francisco, CA,,White
6075020402,Twin Peaks, San Francisco, CA,,White
6075012502,Tenderloin, San Francisco, CA,,White
6075020401,The Castro, San Francisco, CA,,White
6075011902,Lower Nob Hill, San Francisco, CA,,White
6075026200,Outer Mission, San Francisco, CA,,White
6075026403,Visitacion Valley, San Francisco, CA,,White
6075016300,Western Addition, San Francisco, CA,,White
6075011000,Nob Hill, San Francisco, CA,,White
6075016000,Fillmore District, San Francisco, CA,,White
6075025701,Excelsior, San Francisco, CA,,White
6075010300,Russian Hill, San Francisco, CA,,White
6075015600,Inner Richmond, San Francisco, CA,,White
6075017801,South of Market, San Francisco, CA,,White
6075017700,Mission District, San Francisco, CA,,White
6075023300,Bayview, San Francisco, CA,,White
6075020800,Mission District, San Francisco, CA,,White
6075010600,North Beach, San Francisco, CA,,White
6075061000,Bayview, San Francisco, CA,,White
6075022802,Mission District, San Francisco, CA,,White
6075012700,Marina District, San Francisco, CA,,White
6075025800,Portola, San Francisco, CA,,White
6075023102,Bayview, San Francisco, CA,,White
6075026404,Visitacion Valley, San Francisco, CA,,White
6075022903,Mission District, San Francisco, CA,,White
6075980501,Visitacion Valley, San Francisco, CA,,White
6075023103,Bayview, San Francisco, CA,,White
6075012000,Lower Nob Hill, San Francisco, CA,,White
6075012402,Civic Center, San Francisco, CA,,White
6075017101,Ashbury Heights, San Francisco, CA,,White
6075031301,Oceanview, San Francisco, CA,,White
